F	run2	deferred/barrier Bernoulli->out m[p]::Beta	215.3	231.7	13	800
F	run2	map/direct  Categorical->p q[out]::Categorical	266.5	313.7	15	896
F	run2	map/barrier Categorical->p q[out]::Categorical	310.7	340.6	16	928
F	run2	resolve/barrier Categorical->p q[out]::Categorical	28.6	30.6	2	144
F	run2	deferred/barrier Categorical->p q[out]::Categorical	319.6	338.6	16	928
F	run2	joint-marginal/barrier NMV (out,μ)	158.0	169.6	11	544
F	run2	product/NMV x3	177.0	186.4	8	240
F	run2	product/deferred NMV x3	239.6	251.9	8	240
F	run2	product/NMV x10	355.3	371.6	29	800
F	run2	product/deferred NMV x10	598.8	630.6	29	800
F	run2	product/MvNMC(3) x3	979.1	1041.7	30	1504
F	run2	marginal-at-variable/NMV x3	220.7	235.7	9	288
F	run2	stream/marginal combineLatest x3 round	116.7	123.5	0	0
F	run2	stream/message combineLatest x3 round	117.7	122.0	0	0
F	run2	event/AfterMessageRuleCallEvent, result::Any	272.9	279.1	3	128
F	run2	barrier/kernel(tuple, ann), Any-typed args	27.4	30.4	1	32
F	run2	barrier/kernel(tuple, ann), known types	3.4	3.7	0	0
F	run2	barrier/kernel(a, b), Any-typed args	27.4	28.3	1	32
F	run2	unpack/map(getdata, 2 messages)	2.0	2.1	0	0
F	run2	graph/iid n=1000 10 it	5.84025e6	6.079791e6	-1	10564064
F	run2	graph/chain n=300 10 it	1.2576916e7	1.3354084e7	-1	16800704
E	run2	map/direct  NMV->out m[μ]::NMV m[v]::PM (BP)	221.4	235.0	15	880
E	run2	map/barrier NMV->out m[μ]::NMV m[v]::PM (BP)	242.2	255.1	16	912
E	run2	resolve/barrier NMV->out m[μ]::NMV m[v]::PM (BP)	130.5	136.0	2	48
E	run2	deferred/barrier NMV->out m[μ]::NMV m[v]::PM (BP)	258.0	271.4	16	912
E	run2	map/direct  NMP->μ q[out]::PM q[τ]::Gamma (VMP)	163.0	171.3	11	432
E	run2	map/barrier NMP->μ q[out]::PM q[τ]::Gamma (VMP)	184.6	192.8	12	464
E	run2	resolve/barrier NMP->μ q[out]::PM q[τ]::Gamma (VMP)	133.9	138.9	2	48
E	run2	deferred/barrier NMP->μ q[out]::PM q[τ]::Gamma (VMP)	198.7	209.9	12	464
E	run2	map/direct  MvNMC->out m[μ]::MvNMC(3) m[Σ]::PM (BP)	259.7	276.7	17	1024
E	run2	map/barrier MvNMC->out m[μ]::MvNMC(3) m[Σ]::PM (BP)	268.7	284.0	18	1056
E	run2	resolve/barrier MvNMC->out m[μ]::MvNMC(3) m[Σ]::PM (BP)	183.5	188.3	2	48
E	run2	deferred/barrier MvNMC->out m[μ]::MvNMC(3) m[Σ]::PM (BP)	277.9	297.1	18	1056
E	run2	map/direct  Bernoulli->out m[p]::Beta	205.5	219.6	15	848
E	run2	map/barrier Bernoulli->out m[p]::Beta	233.2	249.7	16	880
E	run2	resolve/barrier Bernoulli->out m[p]::Beta	132.1	135.8	2	48
E	run2	deferred/barrier Bernoulli->out m[p]::Beta	261.8	284.8	16	880
E	run2	map/direct  Categorical->p q[out]::Categorical	320.4	350.8	18	960
E	run2	map/barrier Categorical->p q[out]::Categorical	325.3	351.4	19	992
E	run2	resolve/barrier Categorical->p q[out]::Categorical	271.0	284.8	4	208
E	run2	deferred/barrier Categorical->p q[out]::Categorical	353.2	384.3	19	992
E	run2	joint-marginal/barrier NMV (out,μ)	236.4	251.7	16	688
E	run2	product/NMV x3	226.0	243.8	11	288
E	run2	product/deferred NMV x3	228.7	247.4	11	288
E	run2	product/NMV x10	927.5	1007.3	46	1184
E	run2	product/deferred NMV x10	904.7	967.9	46	1184
E	run2	product/MvNMC(3) x3	1029.2	1187.5	33	1552
E	run2	marginal-at-variable/NMV x3	261.2	280.9	12	320
E	run2	stream/marginal combineLatest x3 round	110.8	114.1	0	0
E	run2	stream/message combineLatest x3 round	113.6	118.9	0	0
E	run2	event/AfterMessageRuleCallEvent, result::Any	275.1	282.7	3	128
E	run2	barrier/kernel(tuple, ann), Any-typed args	23.9	25.3	1	32
E	run2	barrier/kernel(tuple, ann), known types	3.5	3.7	0	0
E	run2	barrier/kernel(a, b), Any-typed args	23.6	25.3	1	32
E	run2	unpack/map(getdata, 2 messages)	28.7	30.4	1	32
E	run2	graph/iid n=1000 10 it	1.1904584e7	1.2075333e7	-1	16969808
E	run2	graph/chain n=300 10 it	1.7467208e7	1.766675e7	-1	21500848
C	run2	map/direct  NMV->out m[μ]::NMV m[v]::PM (BP)	502.4	519.2	18	1008
C	run2	map/barrier NMV->out m[μ]::NMV m[v]::PM (BP)	519.8	540.4	19	1040
C	run2	resolve/barrier NMV->out m[μ]::NMV m[v]::PM (BP)	134.9	137.8	2	48
C	run2	deferred/barrier NMV->out m[μ]::NMV m[v]::PM (BP)	529.5	552.6	19	1040
C	run2	map/direct  NMP->μ q[out]::PM q[τ]::Gamma (VMP)	437.5	451.4	14	560
C	run2	map/barrier NMP->μ q[out]::PM q[τ]::Gamma (VMP)	455.2	467.0	15	592
C	run2	resolve/barrier NMP->μ q[out]::PM q[τ]::Gamma (VMP)	135.5	138.6	2	48
C	run2	deferred/barrier NMP->μ q[out]::PM q[τ]::Gamma (VMP)	453.9	476.7	15	592
C	run2	map/direct  MvNMC->out m[μ]::MvNMC(3) m[Σ]::PM (BP)	550.7	575.8	20	1152
C	run2	map/barrier MvNMC->out m[μ]::MvNMC(3) m[Σ]::PM (BP)	557.6	584.0	21	1184
C	run2	resolve/barrier MvNMC->out m[μ]::MvNMC(3) m[Σ]::PM (BP)	184.4	189.1	2	48
C	run2	deferred/barrier MvNMC->out m[μ]::MvNMC(3) m[Σ]::PM (BP)	564.2	590.2	21	1184
C	run2	map/direct  Bernoulli->out m[p]::Beta	487.6	508.1	18	944
C	run2	map/barrier Bernoulli->out m[p]::Beta	510.8	537.1	19	976
C	run2	resolve/barrier Bernoulli->out m[p]::Beta	127.4	130.5	2	48
C	run2	deferred/barrier Bernoulli->out m[p]::Beta	519.6	542.7	19	976
C	run2	map/direct  Categorical->p q[out]::Categorical	616.6	661.0	21	1072
C	run2	map/barrier Categorical->p q[out]::Categorical	648.1	672.1	22	1104
C	run2	resolve/barrier Categorical->p q[out]::Categorical	318.2	328.7	4	208
C	run2	deferred/barrier Categorical->p q[out]::Categorical	673.8	704.9	22	1104
C	run2	joint-marginal/barrier NMV (out,μ)	237.3	257.4	16	688
C	run2	product/NMV x3	736.7	779.7	13	368
C	run2	product/deferred NMV x3	740.7	778.1	13	368
C	run2	product/NMV x10	1395.8	1516.7	48	1264
C	run2	product/deferred NMV x10	1416.7	1529.1	48	1264
C	run2	product/MvNMC(3) x3	1595.8	1704.2	35	1632
C	run2	marginal-at-variable/NMV x3	838.3	869.6	14	400
C	run2	stream/marginal combineLatest x3 round	110.6	116.3	0	0
C	run2	stream/message combineLatest x3 round	106.9	111.0	0	0
C	run2	event/AfterMessageRuleCallEvent, result::Any	271.7	277.7	3	128
C	run2	barrier/kernel(tuple, ann), Any-typed args	24.0	25.5	1	32
C	run2	barrier/kernel(tuple, ann), known types	3.5	3.7	0	0
C	run2	barrier/kernel(a, b), Any-typed args	23.8	24.7	1	32
C	run2	unpack/map(getdata, 2 messages)	28.7	30.3	1	32
C	run2	graph/iid n=1000 10 it	1.4387542e7	1.566675e7	-1	19530864
C	run2	graph/chain n=300 10 it	3.2067083e7	3.2696417e7	-1	25378704
A	run2	map/direct  NMV->out m[μ]::NMV m[v]::PM (BP)	793.3	813.9	16	960
A	run2	map/barrier NMV->out m[μ]::NMV m[v]::PM (BP)	807.8	826.5	17	992
A	run2	resolve/barrier NMV->out m[μ]::NMV m[v]::PM (BP)	25.7	27.2	2	144
A	run2	deferred/barrier NMV->out m[μ]::NMV m[v]::PM (BP)	816.2	841.7	17	992
A	run2	map/direct  NMP->μ q[out]::PM q[τ]::Gamma (VMP)	917.8	949.3	14	640
A	run2	map/barrier NMP->μ q[out]::PM q[τ]::Gamma (VMP)	919.8	952.1	15	672
A	run2	resolve/barrier NMP->μ q[out]::PM q[τ]::Gamma (VMP)	25.6	27.2	2	144
A	run2	deferred/barrier NMP->μ q[out]::PM q[τ]::Gamma (VMP)	932.3	974.0	15	672
A	run2	map/direct  MvNMC->out m[μ]::MvNMC(3) m[Σ]::PM (BP)	799.9	832.4	18	1104
A	run2	map/barrier MvNMC->out m[μ]::MvNMC(3) m[Σ]::PM (BP)	823.1	859.9	19	1136
A	run2	resolve/barrier MvNMC->out m[μ]::MvNMC(3) m[Σ]::PM (BP)	25.1	27.0	2	144
A	run2	deferred/barrier MvNMC->out m[μ]::MvNMC(3) m[Σ]::PM (BP)	835.7	872.6	19	1136
A	run2	map/direct  Bernoulli->out m[p]::Beta	939.4	983.0	18	1024
A	run2	map/barrier Bernoulli->out m[p]::Beta	958.3	1000.0	19	1056
A	run2	resolve/barrier Bernoulli->out m[p]::Beta	25.7	27.6	2	144
A	run2	deferred/barrier Bernoulli->out m[p]::Beta	977.3	1015.2	19	1056
A	run2	map/direct  Categorical->p q[out]::Categorical	1054.1	1104.1	21	1168
A	run2	map/barrier Categorical->p q[out]::Categorical	1070.8	1116.7	22	1200
A	run2	resolve/barrier Categorical->p q[out]::Categorical	25.7	27.4	2	144
A	run2	deferred/barrier Categorical->p q[out]::Categorical	1079.2	1137.5	22	1200
A	run2	joint-marginal/barrier NMV (out,μ)	150.4	162.4	11	544
A	run2	product/NMV x3	1266.6	1312.5	12	384
A	run2	product/deferred NMV x3	1312.5	1358.3	12	384
A	run2	product/NMV x10	1454.1	1483.4	33	944
A	run2	product/deferred NMV x10	1612.5	1687.5	33	944
A	run2	product/MvNMC(3) x3	2074.1	2166.7	34	1648
A	run2	marginal-at-variable/NMV x3	1612.5	1666.7	14	464
A	run2	stream/marginal combineLatest x3 round	108.4	115.3	0	0
A	run2	stream/message combineLatest x3 round	109.7	112.9	0	0
A	run2	event/AfterMessageRuleCallEvent, result::Any	271.2	277.2	3	128
A	run2	barrier/kernel(tuple, ann), Any-typed args	23.0	23.9	1	32
A	run2	barrier/kernel(tuple, ann), known types	3.5	3.8	0	0
A	run2	barrier/kernel(a, b), Any-typed args	23.1	24.0	1	32
A	run2	unpack/map(getdata, 2 messages)	2.0	2.1	0	0
A	run2	graph/iid n=1000 10 it	1.1960125e7	1.2417833e7	-1	13446112
A	run2	graph/chain n=300 10 it	2.4114833e7	2.4700958e7	-1	20297952
C	run3	map/direct  NMV->out m[μ]::NMV m[v]::PM (BP)	479.5	499.8	18	1008
C	run3	map/barrier NMV->out m[μ]::NMV m[v]::PM (BP)	495.9	517.4	19	1040
C	run3	resolve/barrier NMV->out m[μ]::NMV m[v]::PM (BP)	134.9	138.4	2	48
C	run3	deferred/barrier NMV->out m[μ]::NMV m[v]::PM (BP)	501.1	524.8	19	1040
C	run3	map/direct  NMP->μ q[out]::PM q[τ]::Gamma (VMP)	433.1	445.3	14	560
C	run3	map/barrier NMP->μ q[out]::PM q[τ]::Gamma (VMP)	452.2	468.3	15	592
C	run3	resolve/barrier NMP->μ q[out]::PM q[τ]::Gamma (VMP)	137.2	140.5	2	48
C	run3	deferred/barrier NMP->μ q[out]::PM q[τ]::Gamma (VMP)	455.6	468.7	15	592
C	run3	map/direct  MvNMC->out m[μ]::MvNMC(3) m[Σ]::PM (BP)	535.3	553.7	20	1152
C	run3	map/barrier MvNMC->out m[μ]::MvNMC(3) m[Σ]::PM (BP)	549.0	565.1	21	1184
C	run3	resolve/barrier MvNMC->out m[μ]::MvNMC(3) m[Σ]::PM (BP)	185.7	190.4	2	48
C	run3	deferred/barrier MvNMC->out m[μ]::MvNMC(3) m[Σ]::PM (BP)	549.5	576.2	21	1184
C	run3	map/direct  Bernoulli->out m[p]::Beta	470.0	489.4	18	944
C	run3	map/barrier Bernoulli->out m[p]::Beta	495.7	515.5	19	976
C	run3	resolve/barrier Bernoulli->out m[p]::Beta	128.0	131.2	2	48
C	run3	deferred/barrier Bernoulli->out m[p]::Beta	501.9	528.1	19	976
C	run3	map/direct  Categorical->p q[out]::Categorical	615.4	637.3	21	1072
C	run3	map/barrier Categorical->p q[out]::Categorical	642.3	667.7	22	1104
C	run3	resolve/barrier Categorical->p q[out]::Categorical	306.8	315.8	4	208
C	run3	deferred/barrier Categorical->p q[out]::Categorical	668.7	700.3	22	1104
C	run3	joint-marginal/barrier NMV (out,μ)	232.6	250.2	16	688
C	run3	product/NMV x3	737.4	759.3	13	368
C	run3	product/deferred NMV x3	770.6	805.6	13	368
C	run3	product/NMV x10	1412.5	1529.1	48	1264
C	run3	product/deferred NMV x10	1458.3	1558.3	48	1264
C	run3	product/MvNMC(3) x3	1562.5	1695.8	35	1632
C	run3	marginal-at-variable/NMV x3	820.9	861.4	14	400
C	run3	stream/marginal combineLatest x3 round	110.0	114.1	0	0
C	run3	stream/message combineLatest x3 round	108.1	113.3	0	0
C	run3	event/AfterMessageRuleCallEvent, result::Any	270.9	276.6	3	128
C	run3	barrier/kernel(tuple, ann), Any-typed args	24.1	25.3	1	32
C	run3	barrier/kernel(tuple, ann), known types	3.5	3.8	0	0
C	run3	barrier/kernel(a, b), Any-typed args	24.2	25.1	1	32
C	run3	unpack/map(getdata, 2 messages)	28.7	30.6	1	32
C	run3	graph/iid n=1000 10 it	1.5522458e7	1.6395834e7	-1	19530864
C	run3	graph/chain n=300 10 it	3.3760625e7	3.838825e7	-1	25378704
F	run3	map/direct  NMV->out m[μ]::NMV m[v]::PM (BP)	177.2	190.5	12	800
F	run3	map/barrier NMV->out m[μ]::NMV m[v]::PM (BP)	183.8	195.4	13	832
F	run3	resolve/barrier NMV->out m[μ]::NMV m[v]::PM (BP)	26.5	28.1	2	144
F	run3	deferred/barrier NMV->out m[μ]::NMV m[v]::PM (BP)	197.2	208.8	13	832
F	run3	map/direct  NMP->μ q[out]::PM q[τ]::Gamma (VMP)	124.1	131.5	8	352
